instance,config,seed,status,time_kernel,total_time,iterations,buckets,last_bucket,first_bucket,value,reopt_value,real_gap,proj_gap,num_frac
circ18dnonbal,config18,1,FOUND INTEGER FEASIBLE,0.000000,845.453456,0,0,-1,-1,868.000000,868.000000,0.000000,0.000000,0
circ18dnonbal,config18,2,FOUND INTEGER FEASIBLE,0.000000,845.550692,0,0,-1,-1,868.000000,868.000000,0.000000,0.000000,0
circ18dnonbal,config18,3,FOUND INTEGER FEASIBLE,0.000000,844.412421,0,0,-1,-1,868.000000,868.000000,0.000000,0.000000,0
circ18ebal,config1,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,193,0,-1,-1,0.000000,0.000000,21.284645,22.890882,494
circ18ebal,config1,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,191,0,-1,-1,0.000000,0.000000,21.284645,22.890882,494
circ18ebal,config1,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,192,0,-1,-1,0.000000,0.000000,21.284645,22.890882,494
circ18ebal,config3,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,191,0,-1,-1,0.000000,0.000000,26.248506,28.060996,500
circ18ebal,config3,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,183,0,-1,-1,0.000000,0.000000,26.248506,28.060996,500
circ18ebal,config3,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,192,0,-1,-1,0.000000,0.000000,26.248506,28.060996,500
circ18ebal,config20,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,87,0,-1,-1,0.000000,0.000000,18.940520,20.224541,469
circ18ebal,config20,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,85,0,-1,-1,0.000000,0.000000,18.940520,20.224541,469
circ18ebal,config20,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,85,0,-1,-1,0.000000,0.000000,18.940520,20.224541,469
circ18ebal,config16,1,FOUND INTEGER FEASIBLE,20.578616,697.395558,42,12,3,1,1068.000000,1068.000000,0.000000,0.000000,0
circ18ebal,config16,2,FOUND INTEGER FEASIBLE,20.650770,655.202539,45,12,3,1,1068.000000,1068.000000,0.000000,0.000000,0
